,Source,Compound,Negative,Neutral,Positive,Time,Tweet Text
123,@CBSNews,0.2263,0.0,0.905,0.095,Mon Apr 02 13:08:05 +0000 2018,RT @CBSNews: Student protestors at Howard University are entering their fifth straight day occupying schools' administrative building. It s…
124,@CBSNews,-0.7351,0.255,0.745,0.0,Mon Apr 02 13:08:03 +0000 2018,@CBSNews As he continues to lose and get stopped at every turn he is losing his grip on reality. Men in white coats next.
125,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:07:47 +0000 2018,#PolandDaily #StopAntipolonism @guardian @observer @Telegraph @USATODAY @CBSNews @CBSEveningNews @NBCNews… https://t.co/rVgjd5AqG3
126,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:07:45 +0000 2018,@CBSNews One more pussy grabbed.
127,@CBSNews,-0.5859,0.242,0.758,0.0,Mon Apr 02 13:07:44 +0000 2018,@CBSNews @CBSThisMorning Bizarre argument by Zuckerberg. Apple doesn’t make its money by collecting and selling you… https://t.co/PLDfQ5QOyN
128,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:07:43 +0000 2018,@BBCNews @itvnews @AFP @guardiannews @CBSNews @SkyNews  @cnnbrk @AlJazeera  @nytimes @NewYorker @nypost @Reuters… https://t.co/MNFIiwL9dn
129,@CBSNews,0.1154,0.0,0.943,0.057,Mon Apr 02 13:07:39 +0000 2018,"RT @CBSNews: A firefighter surprised two young girls at their home in Ohio, but when he took off his mask and helmet, they realized he wasn…"
130,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:07:35 +0000 2018,"RT @CBSNews: A group of teenagers are in midst of a 50-mile journey from Mississippi to Memphis, Tennessee, as a tribute to Dr. Martin Luth…"
131,@CBSNews,-0.3802,0.393,0.607,0.0,Mon Apr 02 13:07:33 +0000 2018,@CBSNews Mitt Romney loses again!
132,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:07:28 +0000 2018,"RT @ParshuR89904153: #Reality_Of_Vedas
 वेदों में पूर्ण परमात्मा कौन है जानने के लिए देखिए

Must watch : Sadhna Tv 07:30 To 08:30 PM
#April…"
133,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:07:28 +0000 2018,@CBSNews Here is another fool...Just wait till he meets our Lord... We'll see what we re his...SOUL...End up...!!!
134,@CBSNews,0.09,0.0,0.922,0.078,Mon Apr 02 13:07:24 +0000 2018,RT @CBSNews: President Trump blasts Amazon — but his campaign used it regularly for office supplies https://t.co/5YPLV5DYIz https://t.co/dR…
135,@CBSNews,-0.1531,0.14,0.746,0.114,Mon Apr 02 13:07:24 +0000 2018,@Flores460 @CBSNews I wasn’t alive to steal anything anymore than you ever lived in Africa nor were a slave. Today… https://t.co/ji8GydtiPk
136,@CBSNews,-0.4648,0.126,0.874,0.0,Mon Apr 02 13:07:23 +0000 2018,RT @NancyWonderful: and #Zuckerberg sells the DATA to #CambridgeAnalytics and others ... we see you GREEDY @facebook don't BS us ... https:…
137,@CBSNews,-0.4767,0.181,0.819,0.0,Mon Apr 02 13:07:16 +0000 2018,@FoxNews  @ABC  @CBSNews  yall not slick 😂😂😂😂 you should be ashamed of y’all selves https://t.co/iS80DOzvPJ
138,@CBSNews,0.1154,0.0,0.943,0.057,Mon Apr 02 13:06:56 +0000 2018,"RT @CBSNews: A firefighter surprised two young girls at their home in Ohio, but when he took off his mask and helmet, they realized he wasn…"
139,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:06:46 +0000 2018,"RT @CBSNews: WATCH: After a long and cold winter, Washington, D.C.'s signature cherry blossoms are finally at peak bloom https://t.co/HL68Z…"
140,@CBSNews,-0.34,0.255,0.745,0.0,Mon Apr 02 13:06:43 +0000 2018,@CBSNews Fire them all and bust those commies.
141,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:06:43 +0000 2018,RT @CBSNews: Missouri GOP Senate candidate Josh Hawley sidesteps question on Trump's behavior https://t.co/HKByFWYNOI https://t.co/jVcsEzb9…
142,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:06:36 +0000 2018,@MSNBC @FoxNews @realDonaldTrump @ABC @NBCNews @CBSNews @IngrahamAngle @DonaldJTrumpJr @JesseBWatters… https://t.co/JKzNeInOHO
143,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:06:29 +0000 2018,"RT @CBSNews: ""I am here to acknowledge &amp; represent the African-American girls whose stories don't make the front page of every national new…"
144,@CBSNews,0.1531,0.0,0.929,0.071,Mon Apr 02 13:06:29 +0000 2018,RT @CBSNews: Biologists are challenging the idea of naturalist Charles Darwin that evolution can not be observed in real time. Urban ecolog…
145,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:06:28 +0000 2018,RT @james_meader: Team @schilthuizen in the @CBSNews green room. Tune in to @CBSThisMorning at 8:42 for Menno discussing urban ecology and…
146,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:06:12 +0000 2018,RT @CBSNews: Missouri GOP Senate candidate Josh Hawley sidesteps question on Trump's behavior https://t.co/HKByFWYNOI https://t.co/jVcsEzb9…
147,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:06:08 +0000 2018,"RT @CBSNews: A group of teenagers are in midst of a 50-mile journey from Mississippi to Memphis, Tennessee, as a tribute to Dr. Martin Luth…"
148,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:05:58 +0000 2018,@LarrysMontse @salvadorcot @BBCBreaking @cnnbrk @AlJazeera @guardian @BILD @Le_Figaro @SkyNews @CBSNews @NBCNews… https://t.co/T6jfcIyrCH
149,@CBSNews,0.5719,0.0,0.844,0.156,Mon Apr 02 13:05:51 +0000 2018,@CBSNews At least he did not order mass crucifixions to celebrate Easter. Give it time he may try it next Easter.
150,@CBSNews,0.5423,0.082,0.706,0.212,Mon Apr 02 13:05:45 +0000 2018,@Flores460 @CBSNews That a LIE. We have DACA friends Dear. We PAID attorneys fees for DACA . You’ve no idea what you’re talking about.
151,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:05:38 +0000 2018,"@CBSNews David Hogg has said the following at different times:
1. He was at the school in a class when the shooting… https://t.co/qEg2zIADEj"
152,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:05:36 +0000 2018,@BBCNews @itvnews @AFP @guardiannews @CBSNews @SkyNews  @cnnbrk @AlJazeera  @nytimes @NewYorker @nypost @Reuters… https://t.co/KHFBtITK3h
153,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:05:32 +0000 2018,@CBSNews This is not news. It is news when a congressman does NOT sidestep Trump’s behavior.  Got it?
154,@CBSNews,0.1531,0.0,0.929,0.071,Mon Apr 02 13:05:28 +0000 2018,RT @CBSNews: Biologists are challenging the idea of naturalist Charles Darwin that evolution can not be observed in real time. Urban ecolog…
155,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:05:23 +0000 2018,"Every BODY Suffers😔

@BBCNews @BBCNewsnight @BrietbartNews @CBSNews @Channel4News @DailyMirror @FT @FiveNewsUK… https://t.co/0F5VXCo4zf"
156,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:05:19 +0000 2018,"RT @CBSNews: ""Tonight in this room full of music's dreamers, we remember that this country was built by dreamers, for dreamers, chasing the…"
157,@CBSNews,-0.7269,0.307,0.693,0.0,Mon Apr 02 13:05:02 +0000 2018,"RT @FLindsay14: Mainstream Media ignores arrests of 
 Pedophile rings 
keeping their audience ignorant of crimes 
w/in their own communitie…"
158,@CBSNews,0.1154,0.0,0.943,0.057,Mon Apr 02 13:05:00 +0000 2018,"RT @CBSNews: A firefighter surprised two young girls at their home in Ohio, but when he took off his mask and helmet, they realized he wasn…"
159,@CBSNews,-0.128,0.15,0.725,0.124,Mon Apr 02 13:04:59 +0000 2018,@cbsnews @kmov @stltoday  @FOX2now @ksdknews   Were there any arrests made in security shutdown @maairport yesterda… https://t.co/uoEK1eulIs
160,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:04:57 +0000 2018,@BrianKarem @maddow @MSNBC @JoyAnnReid @AriMelber @chrislhayes @Lawrence @CNNPolitics @CNN @cnnbrk @nytimes… https://t.co/RiDV44WN0Z
161,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:04:57 +0000 2018,"RT @CBSNews: Millions of shoppers at Saks Fifth Avenue, Saks off Fifth and Lord &amp; Taylor may be impacted by a massive data breach. A cybers…"
162,@CBSNews,0.1154,0.0,0.943,0.057,Mon Apr 02 13:04:54 +0000 2018,"RT @CBSNews: A firefighter surprised two young girls at their home in Ohio, but when he took off his mask and helmet, they realized he wasn…"
163,@CBSNews,-0.4588,0.75,0.25,0.0,Mon Apr 02 13:04:51 +0000 2018,@CBSNews Coward.
164,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:04:47 +0000 2018,RT @4bins: @Icon99558924 @M2theMfknJ @Gods_Spy @OhRoyalOne @whereangelsdare @FreeWales @gok_gabriel @N0n_C0nformist @Anon6_NvrForget @Trish…
165,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:04:47 +0000 2018,@Deadspin @CBSNews
166,@CBSNews,-0.3818,0.722,0.278,0.0,Mon Apr 02 13:04:34 +0000 2018,@CBSNews cowardly
167,@CBSNews,-0.5994,0.145,0.855,0.0,Mon Apr 02 13:04:26 +0000 2018,"RT @CBSNews: This week marks the 50th anniversary of the assassination of Dr. Martin Luther King Jr. Only on CBS News, @CBSMMiller spoke wi…"
168,@CBSNews,-0.4588,0.2,0.8,0.0,Mon Apr 02 13:03:56 +0000 2018,RT @CBSNews: Video shows man attacking Muslim woman at Detroit hospital https://t.co/xkK7lk1jvg https://t.co/jOjGslQp7x
169,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:03:49 +0000 2018,RT @CBSNews: Dr. Martin Luther King Jr.’s children speak about their father's legacy and say he was far more radical in his ideas and quest…
170,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:03:45 +0000 2018,@MRSTXFabFace @CBSNews On DACA. It's not what the Trump base wants! So that's it! The base wants to make America wh… https://t.co/lKkIZFEeI5
171,@CBSNews,0.1154,0.0,0.943,0.057,Mon Apr 02 13:03:41 +0000 2018,"RT @CBSNews: A firefighter surprised two young girls at their home in Ohio, but when he took off his mask and helmet, they realized he wasn…"
172,@CBSNews,0.5574,0.116,0.579,0.305,Mon Apr 02 13:03:34 +0000 2018,"@CBSNews Nope, no free passes @GOP he is all yours, like it or not."
173,@CBSNews,-0.5994,0.145,0.855,0.0,Mon Apr 02 13:03:25 +0000 2018,"RT @CBSNews: This week marks the 50th anniversary of the assassination of Dr. Martin Luther King Jr. Only on CBS News, @CBSMMiller spoke wi…"
174,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:03:24 +0000 2018,"RT @saucersource: @Moturoais @CBSNews Arizona, New Mexico in the air UFOs can fly by and you can see them from the ground just sitting in t…"
175,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:03:23 +0000 2018,RT @CBSNews: Dr. Martin Luther King Jr.’s children speak about their father's legacy and say he was far more radical in his ideas and quest…
176,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:03:21 +0000 2018,RT @CBSNews: Missouri GOP Senate candidate Josh Hawley sidesteps question on Trump's behavior https://t.co/HKByFWYNOI https://t.co/jVcsEzb9…
177,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:03:21 +0000 2018,RT @gilberthealien: @Moturoais @LIVE_COVERAGE @CBSNews 2 pilots .. but none of the passengers 🤔🤔
178,@CBSNews,0.4199,0.0,0.887,0.113,Mon Apr 02 13:03:18 +0000 2018,RT @Moturoais: Did they say anything to the passengers! Like grab your cell phone and look left?/ 2 airline pilots report seeing UFO while…
179,@CBSNews,0.4199,0.0,0.887,0.113,Mon Apr 02 13:03:18 +0000 2018,RT @Moturoais: Did they say anything to the passengers! Like grab your cell phone and look left?/ 2 airline pilots report seeing UFO while…
180,@CBSNews,-0.5994,0.157,0.843,0.0,Mon Apr 02 13:03:17 +0000 2018,RT @CBSThisMorning: This week marks the 50th anniversary of the assassination of Dr. Martin Luther King jr. We'll examine Dr. King's legacy…
181,@CBSNews,0.09,0.0,0.922,0.078,Mon Apr 02 13:03:07 +0000 2018,RT @CBSNews: President Trump blasts Amazon — but his campaign used it regularly for office supplies https://t.co/5YPLV5DYIz https://t.co/dR…
182,@CBSNews,0.2263,0.0,0.905,0.095,Mon Apr 02 13:02:29 +0000 2018,RT @CBSNews: Student protestors at Howard University are entering their fifth straight day occupying schools' administrative building. It s…
183,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:02:22 +0000 2018,"RT @MzNikkiNew: ⁉️Why isn’t this a priority⁉️
cc: .@democracynow .@CoryBooker .@chuckschumer .@NancyPelosi .@MSNBC .@CREWcrew .@SenateDems…"
184,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:02:11 +0000 2018,"RT @truckster1: Five DUIs, deported twice, but still in Colorado https://t.co/SKKATqrCpI via @cbsnews
#NoAmnesty 
#BuildTheWall 
#EndDACA…"
185,@CBSNews,0.1531,0.0,0.929,0.071,Mon Apr 02 13:02:01 +0000 2018,RT @CBSNews: Biologists are challenging the idea of naturalist Charles Darwin that evolution can not be observed in real time. Urban ecolog…
186,@CBSNews,0.4939,0.0,0.833,0.167,Mon Apr 02 13:02:00 +0000 2018,RT @CBSNews: Teens begin 50-mile march to Memphis in honor of Martin Luther King Jr. https://t.co/20OCE6aWD4 https://t.co/kwnUOhA2pF
187,@CBSNews,-0.25,0.1,0.9,0.0,Mon Apr 02 13:01:57 +0000 2018,@BillFOXLA @CBSNews @WGME Your affiliation with Sinclair makes you part of the propaganda machine of far right. Mig… https://t.co/g7k4DDcN7Z
188,@CBSNews,0.4939,0.0,0.833,0.167,Mon Apr 02 13:01:51 +0000 2018,RT @CBSNews: Teens begin 50-mile march to Memphis in honor of Martin Luther King Jr. https://t.co/LyM1sTRuyF https://t.co/6Wqe614WTO
189,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:01:40 +0000 2018,RT @Loire1: @BobbiFotsch @ConawayTX11 @JennieLouLeeder @texasdemocrats @ANDERSONCOOPER @CNN @LESTERHOLTNBC @NBCNIGHTLYNEWS @INGRAHAMANGLE @…
190,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:01:35 +0000 2018,RT @krystynaWarsaw: #ChurchInPoland #StopAntipolonism @guardian @observer @Telegraph @USATODAY @CBSNews @CBSEveningNews @NBCNews @washingto…
191,@CBSNews,-0.6249,0.203,0.797,0.0,Mon Apr 02 13:01:32 +0000 2018,"RT @CBSNews: For combat veterans, a new discovery could mean that many cases of PTSD, long thought to be a mostly psychological illness, ma…"
192,@CBSNews,0.1531,0.0,0.929,0.071,Mon Apr 02 13:01:00 +0000 2018,RT @CBSNews: Biologists are challenging the idea of naturalist Charles Darwin that evolution can not be observed in real time. Urban ecolog…
193,@CBSNews,0.4939,0.0,0.789,0.211,Mon Apr 02 13:00:59 +0000 2018,RT @CBSNews: Hundreds line streets of Cambridge to honor Stephen Hawking https://t.co/XIm8cBYEVn https://t.co/HsdokZcsok
194,@CBSNews,-0.5562,0.159,0.841,0.0,Mon Apr 02 13:00:40 +0000 2018,@MRSTXFabFace @CBSNews Several bipartisan bills were sent to the Guy in the whitehouse only to be rejected! The Dem… https://t.co/ClAqxi4luR
195,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:00:39 +0000 2018,@SkolTroll1 @CBSNews “I was alerted in Dec 2016 that there may have been some misappropriation of University-provid… https://t.co/DaUkya4a7f
196,@CBSNews,-0.4588,0.2,0.8,0.0,Mon Apr 02 13:00:31 +0000 2018,RT @CBSNews: Video shows man attacking Muslim woman at Detroit hospital https://t.co/xkK7lk1jvg https://t.co/jOjGslQp7x
197,@CBSNews,0.1531,0.0,0.929,0.071,Mon Apr 02 13:00:19 +0000 2018,RT @CBSNews: Biologists are challenging the idea of naturalist Charles Darwin that evolution can not be observed in real time. Urban ecolog…
198,@CBSNews,0.0,0.0,1.0,0.0,Mon Apr 02 13:00:17 +0000 2018,@CBSNews China if you’re listening. Mar-a-Lago coordinates: 26°40′37″N 80°02′13″W
199,@CBSNews,-0.5994,0.145,0.855,0.0,Mon Apr 02 12:59:59 +0000 2018,"RT @CBSNews: This week marks the 50th anniversary of the assassination of Dr. Martin Luther King Jr. Only on CBS News, @CBSMMiller spoke wi…"
200,@CNN,0.4391,0.0,0.892,0.108,Mon Apr 02 13:10:48 +0000 2018,"RT @CNN: An all-newsroom email from one station news director read: ""Let me be absolutely clear here... These MUST Run. If they do not, my…"
201,@CNN,-0.296,0.155,0.845,0.0,Mon Apr 02 13:10:48 +0000 2018,RT @CNN: The giant panda is no longer an endangered species https://t.co/Tl5tM3Xzbg https://t.co/SaUdIGvLUO
202,@CNN,0.1513,0.0,0.923,0.077,Mon Apr 02 13:10:48 +0000 2018,"@CNN Hey folks, do we really want Corporate America deciding what is ""acceptable"" speech that is NOT  ""violent"" or… https://t.co/yP8CpsirGQ"
203,@CNN,0.7003,0.0,0.463,0.537,Mon Apr 02 13:10:48 +0000 2018,"@CNN That is one effective way, yes."
204,@CNN,0.0,0.0,1.0,0.0,Mon Apr 02 13:10:47 +0000 2018,RT @CNN: He’s a high school algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft. All…
205,@CNN,0.6808,0.0,0.817,0.183,Mon Apr 02 13:10:47 +0000 2018,RT @CNN: This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full ride -- and $26…
206,@CNN,-0.9073,0.407,0.593,0.0,Mon Apr 02 13:10:47 +0000 2018,RT @JWalkerII: @CNN @HeyNikki1 I will seriously NOT MISS having to see updates about this Orange Douchebag after he's impeached. So SICK of…
207,@CNN,0.4019,0.0,0.722,0.278,Mon Apr 02 13:10:46 +0000 2018,@lukaspackfan @safeprison @LillianKaufer @Maveric96280578 @CNN Yes.  They.  Do.
208,@CNN,-0.9169,0.404,0.596,0.0,Mon Apr 02 13:10:45 +0000 2018,"RT @CNN: President Trump says ""our country is being stolen"" due to an influx of illegal immigration, blaming Democrats for weak border prot…"
209,@CNN,0.0,0.0,1.0,0.0,Mon Apr 02 13:10:45 +0000 2018,@CNN How come a judge makes more than  a teacher?
210,@CNN,0.3767,0.227,0.413,0.36,Mon Apr 02 13:10:44 +0000 2018,@EdwinRo47796972 @CNN That because Liberal cancer is so much better. LOL
211,@CNN,0.0,0.0,1.0,0.0,Mon Apr 02 13:10:43 +0000 2018,RT @CNN: He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft. All because he…
212,@CNN,-0.7506,0.262,0.738,0.0,Mon Apr 02 13:10:43 +0000 2018,RT @PeterMarrtin: @MayowaBanjo @tmcs10 @ashtonbirdie @KyleKashuv @CNN @joanwalsh He stood on the graves of his peers to abuse a national pl…
213,@CNN,0.4391,0.0,0.892,0.108,Mon Apr 02 13:10:41 +0000 2018,"RT @CNN: An all-newsroom email from one station news director read: ""Let me be absolutely clear here... These MUST Run. If they do not, my…"
214,@CNN,0.1531,0.108,0.76,0.132,Mon Apr 02 13:10:38 +0000 2018,RT @CNN: The Utah Jazz's home arena has a sensory-inclusive space for fans with autism spectrum disorder and other intellectual and develop…
215,@CNN,-0.4404,0.139,0.861,0.0,Mon Apr 02 13:10:38 +0000 2018,RT @CNN: Sinclair Broadcast Group tells local news stations to air media-bashing promos — and the criticism goes viral https://t.co/srF36m2…
216,@CNN,0.0129,0.0,0.954,0.046,Mon Apr 02 13:10:37 +0000 2018,RT @ElderLansing: Antifa. Black Lives Matter. And now the Parkland Progressive Puppets. The name may change but the goal is the same; sprea…
217,@CNN,0.2263,0.0,0.924,0.076,Mon Apr 02 13:10:34 +0000 2018,"RT @CNN: The Chinese government said that tariffs on about $3 billion worth of US imports are going into effect Monday, hitting 128 product…"
218,@CNN,-0.0772,0.228,0.623,0.149,Mon Apr 02 13:10:33 +0000 2018,RT @CNN: A Chinese college student who made no threats but had alarmed a roommate and a friend with his behavior and bought two semiautomat…
219,@CNN,-0.7351,0.383,0.617,0.0,Mon Apr 02 13:10:33 +0000 2018,RT @CNN: Tesla Model X was in autopilot before fatal crash https://t.co/b1wcGU2Fcl https://t.co/3IbQ5slT5Z
220,@CNN,0.4215,0.0,0.843,0.157,Mon Apr 02 13:10:33 +0000 2018,@WakeUpHappy2017 @CtBrokerRoks @realDonaldTrump @CNN @nbc How about this where knives are in general easier accesab… https://t.co/xCFiRPFMAI
221,@CNN,0.0,0.0,1.0,0.0,Mon Apr 02 13:10:33 +0000 2018,@CNN  https://t.co/sOwGSS68B3
222,@CNN,0.0,0.0,1.0,0.0,Mon Apr 02 13:10:32 +0000 2018,@CNN @ABC @NBCPolitics @CBSNews @cnnbrk @SenateDems @SenateGOP @HouseGOP @HouseDemocrats @realDonaldTrump Who the H… https://t.co/S33zBDgV0M
223,@CNN,-0.296,0.155,0.845,0.0,Mon Apr 02 13:10:32 +0000 2018,RT @CNN: The giant panda is no longer an endangered species https://t.co/Tl5tM3Xzbg https://t.co/SaUdIGvLUO
224,@CNN,-0.7109,0.272,0.647,0.081,Mon Apr 02 13:10:31 +0000 2018,"RT @CNN: ""What kind of dumbass colleges don't want you?"" Alisyn Camerota asks Parkland survivor David Hogg, who says he was rejected from f…"
225,@CNN,0.6259,0.0,0.718,0.282,Mon Apr 02 13:10:31 +0000 2018,"@KilTheCarnage @futuristicwater @CNN You're right, we don't need useless stupid people.. When are you leaving?"
226,@CNN,0.6808,0.0,0.811,0.189,Mon Apr 02 13:10:30 +0000 2018,RT @CNN: This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full ride — and $260…
227,@CNN,0.8979,0.0,0.647,0.353,Mon Apr 02 13:10:29 +0000 2018,"RT @CNN: Here's how Micheal Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20 of the best uni…"
228,@CNN,0.7901,0.0,0.682,0.318,Mon Apr 02 13:10:28 +0000 2018,RT @Dedmon15: Ready for tomorrow! Love this. #FundOKEd #TogetherWeAreStronger #TheTimeIsNow #OKLeg @okea @NewsOK @OETAOK @cnn @VICE @USATOD…
229,@CNN,0.5319,0.0,0.865,0.135,Mon Apr 02 13:10:28 +0000 2018,"RT @zampella: @CNN As long as money equals speech, then YES .. employing money as speech to express ideas, concerns or even dissatisfaction…"
230,@CNN,-0.0772,0.117,0.78,0.102,Mon Apr 02 13:10:26 +0000 2018,"@CNN I'm a gun owner, believe strongly in 2nd amendment rights for CITIZENS, do not believe non-citizens, temporary… https://t.co/GC7BYUgxE7"
231,@CNN,-0.5106,0.191,0.809,0.0,Mon Apr 02 13:10:26 +0000 2018,@eshh85 @LillianKaufer @TPurcell20 @Maveric96280578 @CNN I’ll keep posting u links since your to dumb to research
232,@CNN,0.0516,0.155,0.714,0.13,Mon Apr 02 13:10:26 +0000 2018,"RT @obianuju: When a man cheats on his wife there is no love there (so the “love life” is an illusion), also there is nothing legendary abo…"
233,@CNN,0.4588,0.0,0.812,0.188,Mon Apr 02 13:10:25 +0000 2018,@Adhere2Truth @CNN As long as DACA is done and the illegals deported who cares.
234,@CNN,0.8979,0.0,0.647,0.353,Mon Apr 02 13:10:25 +0000 2018,"RT @CNN: Here's how Micheal Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20 of the best uni…"
235,@CNN,-0.7925,0.334,0.666,0.0,Mon Apr 02 13:10:25 +0000 2018,@CNN @HeyNikki1 I will seriously NOT MISS having to see updates about this Orange Douchebag after he's impeached. S… https://t.co/HhCODQ7phY
236,@CNN,0.3382,0.0,0.556,0.444,Mon Apr 02 13:10:24 +0000 2018,@ColumbusNeon @CNN Well put!
237,@CNN,-0.296,0.087,0.913,0.0,Mon Apr 02 13:10:23 +0000 2018,RT @CNN: President Trump says there will be no deal with Democrats to legalize thousands of undocumented immigrants brought to the US as ch…
238,@CNN,0.2732,0.061,0.83,0.109,Mon Apr 02 13:10:23 +0000 2018,RT @jptoner50: The real question is....why are networks like @CNN questioning the first amendment rights of the American people. The power…
239,@CNN,0.7667,0.0,0.677,0.323,Mon Apr 02 13:10:22 +0000 2018,"RT @JenMGuerrero: @GeorgeJonesUSA @golfingirl32 @CNN Moreover, since they knew they were granted this special privilege they should have gi…"
240,@CNN,0.8979,0.0,0.647,0.353,Mon Apr 02 13:10:22 +0000 2018,"RT @CNN: Here's how Micheal Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20 of the best uni…"
241,@CNN,0.0,0.0,1.0,0.0,Mon Apr 02 13:10:21 +0000 2018,RT @CNN: He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft. All because he…
242,@CNN,0.0,0.0,1.0,0.0,Mon Apr 02 13:10:20 +0000 2018,RT @CNN: This photographer captures wacky Japanese public toilets https://t.co/LpWvwG0Xl2 via @CNNTravel https://t.co/eNSOcQWpb6
243,@CNN,-0.0516,0.13,0.75,0.12,Mon Apr 02 13:10:19 +0000 2018,@tad_coder @pwscout2 @MillenPolitics @CNN You are a Russian Bot or a Hannity Clone. I take pride in blocking you. https://t.co/aWIJYJvNMR
244,@CNN,0.0,0.0,1.0,0.0,Mon Apr 02 13:10:19 +0000 2018,RT @hazmat50213: @CNN AS compared to Obama who hosted Al Sharpton nearly 100 times in his presidency?
245,@CNN,0.0,0.0,1.0,0.0,Mon Apr 02 13:10:18 +0000 2018,"@CNN Until our federal government have #GunControlNow, this is what we may have to face. Either way, it is not ""Lif… https://t.co/uuLbwIJS9d"
246,@CNN,-0.7003,0.744,0.256,0.0,Mon Apr 02 13:10:18 +0000 2018,@zampella @CNN No shit
